"drug1_id","drug1_name","condition_id","condition_name","drug2_id","drug2_name","scores"
"DB00683","Midazolam","D000070642","traumatic brain injury","DB00653","Magnesium sulfate",0.756103754043579
"DB00683","Midazolam","D000070642","traumatic brain injury","DB00633","Dexmedetomidine",0.708124458789825
"DB01041","Thalidomide","D005909","glioblastoma","DB00762","Irinotecan",0.770601093769073
"DB01041","Thalidomide","D005909","glioblastoma","DB00853","Temozolomide",0.77026093006134
"DB04865","Omacetaxine mepesuccinate","D011289","preleukemia","DB00928","Azacitidine",0.857410788536072
"DB04865","Omacetaxine mepesuccinate","D011289","preleukemia","DB01262","Decitabine",0.792655766010284
"DB04865","Omacetaxine mepesuccinate","D011289","preleukemia","DB11581","Venetoclax",0.786632478237152
"DB04865","Omacetaxine mepesuccinate","D015470","leukemia, myelocytic, acute","DB11581","Venetoclax",0.916837334632874
"DB04865","Omacetaxine mepesuccinate","D015470","leukemia, myelocytic, acute","DB01262","Decitabine",0.837198793888092
"DB04865","Omacetaxine mepesuccinate","D015470","leukemia, myelocytic, acute","DB00987","Cytarabine",0.735930025577545
"DB04865","Omacetaxine mepesuccinate","D009190","hematopoetic myelodysplasia","DB01262","Decitabine",0.903037905693054
"DB04865","Omacetaxine mepesuccinate","D009190","hematopoetic myelodysplasia","DB11581","Venetoclax",0.877638399600983
"DB04865","Omacetaxine mepesuccinate","D009190","hematopoetic myelodysplasia","DB00928","Azacitidine",0.789513826370239
"DB00022","Peginterferon alfa-2b","D007938","leukemia","DB04868","Nilotinib",0.908323466777802
"DB00022","Peginterferon alfa-2b","D015464","leukemia, granulocytic, chronic","DB04868","Nilotinib",0.873382091522217
"DB01221","Ketamine","D008171","diseases, lung","DB00704","Naltrexone",0.717274188995361
"DB01221","Ketamine","D008171","diseases, lung","DB00818","Propofol",0.670110106468201
"DB01221","Ketamine","D008171","diseases, lung","DB00745","Modafinil",0.491803467273712
"DB00243","Ranolazine","D001281","atrial fibrillation","DB04855","Dronedarone",0.783033192157745
"DB09035","Nivolumab","D005909","glioblastoma","DB14851","Relatlimab",0.884887874126434
"DB09035","Nivolumab","D005909","glioblastoma","DB00853","Temozolomide",0.799627959728241
"DB09035","Nivolumab","D005909","glioblastoma","DB06186","Ipilimumab",0.782706916332245
"DB00361","Vinorelbine","D009369","malignant neoplasms","DB00441","Gemcitabine",0.905707359313965
"DB00361","Vinorelbine","D009369","malignant neoplasms","DB00112","Bevacizumab",0.899594485759735
"DB00361","Vinorelbine","D009369","malignant neoplasms","DB00958","Carboplatin",0.896333456039429
"DB01259","Lapatinib","D009369","malignant neoplasms","DB01101","Capecitabine",0.973802447319031
"DB01259","Lapatinib","D009369","malignant neoplasms","DB00958","Carboplatin",0.968350231647491
"DB01259","Lapatinib","D009369","malignant neoplasms","DB00072","Trastuzumab",0.934853196144104
"DB00002","Cetuximab","D010190","pancreatic neoplasm","DB00072","Trastuzumab",0.611019790172577
"DB00002","Cetuximab","D010190","pancreatic neoplasm","DB00531","Cyclophosphamide",0.535738587379456
"DB00002","Cetuximab","D010190","pancreatic neoplasm","DB00480","Lenalidomide",0.221909016370773
"DB01590","Everolimus","D010190","pancreatic neoplasm","DB00398","Sorafenib",0.101665325462818
"DB00482","Celecoxib","D012004","rectal cancer","DB00544","Fluorouracil",0.802465796470642
"DB00482","Celecoxib","D012004","rectal cancer","DB01101","Capecitabine",0.708889663219452
"DB00586","Diclofenac","D059787","acute pain","DB06774","Capsaicin",0.570723354816437
"DB00297","Bupivacaine","D001416","back pain","DB00813","Fentanyl",0.637770593166351
"DB00297","Bupivacaine","D001416","back pain","DB00296","Ropivacaine",0.490629583597183
"DB00297","Bupivacaine","D001416","back pain","DB00295","Morphine",0.437504082918167
"DB00297","Bupivacaine","D017116","low back pain","DB00959","Methylprednisolone",0.619182586669922
"DB00297","Bupivacaine","D017116","low back pain","DB00813","Fentanyl",0.538313031196594
"DB00297","Bupivacaine","D017116","low back pain","DB01236","Sevoflurane",0.410909116268158
"DB00818","Propofol","D004066","digestive system disorders","DB00899","Remifentanil",0.885420083999634
"DB00818","Propofol","D004066","digestive system disorders","DB01189","Desflurane",0.798474192619324
"DB00818","Propofol","D004066","digestive system disorders","DB00683","Midazolam",0.777754545211792
"DB00818","Propofol","D005767","gastrointestinal diseases","DB00899","Remifentanil",0.852361857891083
"DB00818","Propofol","D005767","gastrointestinal diseases","DB00281","Lidocaine",0.817499399185181
"DB00818","Propofol","D005767","gastrointestinal diseases","DB00813","Fentanyl",0.733703970909119
"DB00050","Cetrorelix","D007246","infertility","DB00007","Leuprolide",0.189813658595085
"DB00073","Rituximab","D015433","glomerulonephritis, membranous","DB08879","Belimumab",0.759310007095337
"DB00073","Rituximab","D015433","glomerulonephritis, membranous","DB00091","Cyclosporine",0.604761302471161
"DB01109","Heparin","D006331","heart diseases","DB00063","Eptifibatide",0.881458699703217
"DB01109","Heparin","D006331","heart diseases","DB00006","Bivalirudin",0.873192191123962
"DB01109","Heparin","D006331","heart diseases","DB06605","Apixaban",0.860793113708496
"DB00682","Warfarin","D006331","heart diseases","DB06605","Apixaban",0.836202085018158
"DB00682","Warfarin","D006331","heart diseases","DB13136","Fluindione",0.802308797836304
"DB00682","Warfarin","D006331","heart diseases","DB06228","Rivaroxaban",0.783832848072052
"DB00682","Warfarin","D006349","valve disease, heart","DB06228","Rivaroxaban",0.716926634311676
"DB01220","Rifaximin","D007239","infection","DB00635","Prednisone",0.82025408744812
"DB01220","Rifaximin","D007239","infection","DB00993","Azathioprine",0.69886326789856
"DB01220","Rifaximin","D007239","infection","DB00537","Ciprofloxacin",0.540760457515717
"DB01220","Rifaximin","D003141","communicable diseases","DB00635","Prednisone",0.441856294870377
"DB01220","Rifaximin","D003141","communicable diseases","DB00537","Ciprofloxacin",0.106600172817707
"DB01005","Hydroxyurea","D013789","thalassemia","DB00746","Deferoxamine",0.976376831531525
"DB01005","Hydroxyurea","D013789","thalassemia","DB00819","Acetazolamide",0.850912034511566
"DB01005","Hydroxyurea","D013789","thalassemia","DB00820","Tadalafil",0.396787226200104
"DB00193","Tramadol","D059787","acute pain","DB00788","Naproxen",0.702940046787262
"DB00193","Tramadol","D059787","acute pain","DB00316","Acetaminophen",0.670114755630493
"DB00193","Tramadol","D059787","acute pain","DB00297","Bupivacaine",0.138466373085976
"DB00620","Triamcinolone","D052256","tendinitis","DB00281","Lidocaine",0.499679416418076
"DB00843","Donepezil","D020181","sleep apnea, obstructive","DB00996","Gabapentin",0.197900295257568
"DB01259","Lapatinib","D000230","adenocarcinoma","DB01101","Capecitabine",0.646883904933929
"DB01259","Lapatinib","D000230","adenocarcinoma","DB00958","Carboplatin",0.115126088261604
"DB01259","Lapatinib","D000230","adenocarcinoma","DB00112","Bevacizumab",0.101463221013546
"DB06186","Ipilimumab","D010051","neoplasm, ovarian","DB09035","Nivolumab",0.484040170907974
"DB06186","Ipilimumab","D016609","neoplasms, second primary","DB09035","Nivolumab",0.796780645847321
"DB06186","Ipilimumab","D006967","hypersensitivity","DB09035","Nivolumab",0.783188462257385
"DB01229","Paclitaxel","D018312","gynandroblastoma","DB00958","Carboplatin",0.824232816696167
"DB01229","Paclitaxel","D018312","gynandroblastoma","DB00112","Bevacizumab",0.773874819278717
"DB00112","Bevacizumab","D018312","gynandroblastoma","DB01229","Paclitaxel",0.773874819278717
"DB00633","Dexmedetomidine","D006470","hemorrhage","DB00107","Oxytocin",0.761871218681335
"DB00633","Dexmedetomidine","D006470","hemorrhage","DB01236","Sevoflurane",0.448093175888062
"DB00633","Dexmedetomidine","D006470","hemorrhage","DB00813","Fentanyl",0.100323937833309
"DB00530","Erlotinib","D015179","colorectal carcinoma","DB00112","Bevacizumab",0.773772299289703
"DB00530","Erlotinib","D015179","colorectal carcinoma","DB00605","Sulindac",0.772996246814728
"DB00530","Erlotinib","D015179","colorectal carcinoma","DB00642","Pemetrexed",0.735703945159912
"DB01060","Amoxicillin","D011015","aspiration pneumonia","DB00766","Clavulanic acid",0.684681415557861
"DB00766","Clavulanic acid","D011014","pneumonia","DB01060","Amoxicillin",0.805078506469727
"DB00766","Clavulanic acid","D011015","aspiration pneumonia","DB01060","Amoxicillin",0.684681415557861
"DB00065","Infliximab","D013166","spondylitis","DB00788","Naproxen",0.857370495796204
"DB00065","Infliximab","D025242","spondylarthropathies","DB00788","Naproxen",0.773204863071442
"DB00065","Infliximab","D025241","spondylarthritis","DB00788","Naproxen",0.815604984760284
"DB00620","Triamcinolone","D006261","headache","DB00297","Bupivacaine",0.233338162302971
"DB00620","Triamcinolone","D006261","headache","DB00281","Lidocaine",0.167596995830536
"DB00297","Bupivacaine","D020773","chronic headache","DB00959","Methylprednisolone",0.117478422820568
"DB00297","Bupivacaine","D006261","headache","DB00959","Methylprednisolone",0.620212197303772
"DB00297","Bupivacaine","D006261","headache","DB01234","Dexamethasone",0.359409809112549
"DB00297","Bupivacaine","D006261","headache","DB00633","Dexmedetomidine",0.260757714509964
"DB01410","Ciclesonide","D001249","asthma","DB01001","Albuterol",0.85009241104126
"DB01216","Finasteride","D006984","hypertrophy","DB00624","Testosterone",0.791467487812042
"DB00681","Amphotericin B","D003141","communicable diseases","DB01099","Flucytosine",0.870751082897186
"DB00681","Amphotericin B","D003141","communicable diseases","DB00196","Fluconazole",0.433366924524307
"DB00681","Amphotericin B","D003141","communicable diseases","DB00582","Voriconazole",0.354514300823212
"DB00020","Sargramostim","D007239","infection","DB00022","Peginterferon alfa-2b",0.868739426136017
"DB00020","Sargramostim","D003141","communicable diseases","DB00022","Peginterferon alfa-2b",0.787027180194855
"DB00254","Doxycycline","D008382","marfan syndrome","DB01029","Irbesartan",0.800647258758545
"DB00254","Doxycycline","D054119","arachnodactyly","DB01029","Irbesartan",0.817669928073883
"DB00254","Doxycycline","D013577","syndrome","DB01029","Irbesartan",0.720413446426392
"DB00254","Doxycycline","D013577","syndrome","DB00537","Ciprofloxacin",0.489459633827209
"DB01029","Irbesartan","D008382","marfan syndrome","DB00254","Doxycycline",0.800647258758545
"DB01029","Irbesartan","D054119","arachnodactyly","DB00254","Doxycycline",0.817669928073883
"DB01029","Irbesartan","D013577","syndrome","DB00254","Doxycycline",0.720413446426392
"DB00928","Azacitidine","D013921","thrombocytopenia","DB06151","Acetylcysteine",0.500545620918274
"DB01137","Levofloxacin","D007239","infection","DB00303","Ertapenem",0.901534676551819
"DB01137","Levofloxacin","D007239","infection","DB01147","Cloxacillin",0.869462847709656
"DB01137","Levofloxacin","D007239","infection","DB00760","Meropenem",0.817543864250183
"DB01137","Levofloxacin","D003141","communicable diseases","DB00303","Ertapenem",0.727993905544281
"DB01137","Levofloxacin","D003141","communicable diseases","DB00760","Meropenem",0.716371774673462
"DB01137","Levofloxacin","D003141","communicable diseases","DB01112","Cefuroxime",0.410840094089508
"DB00489","Sotalol","D013610","tachycardia","DB00390","Digoxin",0.86882358789444
"DB00489","Sotalol","D013610","tachycardia","DB00204","Dofetilide",0.751682460308075
"DB00489","Sotalol","D013610","tachycardia","DB01118","Amiodarone",0.689573049545288
"DB00489","Sotalol","D017180","supraventricular tachycardia, paroxysmal","DB01118","Amiodarone",0.580878794193268
"DB00489","Sotalol","D017180","supraventricular tachycardia, paroxysmal","DB01195","Flecainide",0.223852321505547
"DB00489","Sotalol","D017180","supraventricular tachycardia, paroxysmal","DB00390","Digoxin",0.213408753275871
"DB00947","Fulvestrant","D009362","neoplasm metastasis","DB01217","Anastrozole",0.743540287017822
"DB00947","Fulvestrant","D009362","neoplasm metastasis","DB00990","Exemestane",0.718887150287628
"DB01045","Rifampin","D018088","tuberculosis, drug-resistant","DB00951","Isoniazid",0.742871522903442
"DB00951","Isoniazid","D018088","tuberculosis, drug-resistant","DB01045","Rifampin",0.742871522903442
"DB00381","Amlodipine","D009765","obesity","DB09242","Moxonidine",0.494839072227478
"DB00381","Amlodipine","D009765","obesity","DB09026","Aliskiren",0.249154224991798
"DB00381","Amlodipine","D009765","obesity","DB04861","Nebivolol",0.206776887178421
"DB00966","Telmisartan","D009765","obesity","DB01098","Rosuvastatin",0.154753461480141
"DB00966","Telmisartan","D009765","obesity","DB00722","Lisinopril",0.139466091990471
"DB01229","Paclitaxel","D010523","peripheral nervous system diseases","DB00806","Pentoxifylline",0.608958840370178
"DB00806","Pentoxifylline","D001943","malignant neoplasm of breast","DB14003","alpha-Tocopherol acetate",0.854077577590942
"DB00806","Pentoxifylline","D001943","malignant neoplasm of breast","DB01229","Paclitaxel",0.578127205371857
"DB00806","Pentoxifylline","D010523","peripheral nervous system diseases","DB01229","Paclitaxel",0.608958840370178
"DB00635","Prednisone","D014605","uveitis","DB00688","Mycophenolate mofetil",0.551752924919128
"DB00635","Prednisone","D014605","uveitis","DB00563","Methotrexate",0.548711597919464
"DB01267","Paliperidone","D001523","behavior disorders","DB01238","Aripiprazole",0.858212828636169
"DB01276","Exenatide","D008107","diseases, liver","DB06292","Dapagliflozin",0.763966262340546
"DB01276","Exenatide","D005234","fatty liver","DB01261","Sitagliptin",0.252362608909607
"DB01276","Exenatide","D005234","fatty liver","DB06292","Dapagliflozin",0.242410510778427
"DB00633","Dexmedetomidine","D006331","heart diseases","DB00640","Adenosine",0.763701856136322
"DB00633","Dexmedetomidine","D006331","heart diseases","DB01236","Sevoflurane",0.757619738578796
"DB00633","Dexmedetomidine","D006331","heart diseases","DB01364","Ephedrine",0.72625344991684
"DB09035","Nivolumab","D055756","meningeal carcinomatosis","DB06186","Ipilimumab",0.80230039358139
"DB06186","Ipilimumab","D055756","meningeal carcinomatosis","DB09035","Nivolumab",0.80230039358139
"DB00661","Verapamil","D005117","premature cardiac complex","DB00264","Metoprolol",0.729090511798859
"DB00661","Verapamil","D018879","ventricular contractions, premature","DB00264","Metoprolol",0.658190786838531
"DB00489","Sotalol","D018879","ventricular contractions, premature","DB00390","Digoxin",0.232950210571289
"DB01195","Flecainide","D018879","ventricular contractions, premature","DB00390","Digoxin",0.669597446918488
"DB00073","Rituximab","D051437","kidney failure","DB00091","Cyclosporine",0.192513778805733
"DB00073","Rituximab","D051437","kidney failure","DB06769","Bendamustine",0.107164412736893
"DB00073","Rituximab","D051437","kidney failure","DB08879","Belimumab",0.103083066642284
"DB00293","Raltitrexed","D009362","neoplasm metastasis","DB00526","Oxaliplatin",0.510972380638123
"DB00293","Raltitrexed","D008113","neoplasms, liver","DB09078","Lenvatinib",0.753072082996368
"DB00293","Raltitrexed","D008113","neoplasms, liver","DB00526","Oxaliplatin",0.182535082101822
"DB00928","Azacitidine","D019337","hematopoietic neoplasms","DB05015","Belinostat",0.667739391326904
"DB00928","Azacitidine","D019337","hematopoietic neoplasms","DB12874","Quizartinib",0.478309333324432
"DB00928","Azacitidine","D019337","hematopoietic neoplasms","DB00188","Bortezomib",0.389729142189026
"DB00526","Oxaliplatin","D008175","lung neoplasms","DB00441","Gemcitabine",0.826535999774933
"DB00526","Oxaliplatin","D008175","lung neoplasms","DB01229","Paclitaxel",0.774501502513885
"DB00526","Oxaliplatin","D008175","lung neoplasms","DB01248","Docetaxel",0.760902404785156
"DB00091","Cyclosporine","D007676","kidney failure, chronic","DB00864","Tacrolimus",0.707520961761475
"DB00091","Cyclosporine","D051437","kidney failure","DB00864","Tacrolimus",0.775906264781952
"DB00091","Cyclosporine","D051437","kidney failure","DB00877","Sirolimus",0.437706679105759
