"drug1_id","drug1_name","drug2_id","drug2_name","condition_id","condition_name","scores"
"DB00188","Bortezomib","DB00853","Temozolomide","D001927","brain diseases",0.31345788
"DB00762","Irinotecan","DB00262","Carmustine","D001927","brain diseases",0.311227
"DB00186","Lorazepam","DB00502","Haloperidol","D001927","brain diseases",0.31022856
"DB00203","Sildenafil","DB00193","Tramadol","D001927","brain diseases",0.30936652
"DB00422","Methylphenidate","DB00490","Buspirone","D001927","brain diseases",0.3088323
"DB00819","Acetazolamide","DB00490","Buspirone","D001927","brain diseases",0.30508327
"DB00899","Remifentanil","DB00611","Butorphanol","D001927","brain diseases",0.29988945
"DB00818","Propofol","DB00802","Alfentanil","D001927","brain diseases",0.29822338
"DB01156","Bupropion","DB01273","Varenicline","D001927","brain diseases",0.29360187
"DB00334","Olanzapine","DB01238","Aripiprazole","D001927","brain diseases",0.289078
"DB00996","Gabapentin","DB01263","Posaconazole","D001927","brain diseases",0.28075954
"DB00904","Ondansetron","DB09291","Rolapitant","D001927","brain diseases",0.28014085
"DB00620","Triamcinolone","DB00281","Lidocaine","D001927","brain diseases",0.2790769
"DB00425","Zolpidem","DB01142","Doxepin","D001927","brain diseases",0.2693323
"DB01268","Sunitinib","DB00853","Temozolomide","D001927","brain diseases",0.26933008
"DB00316","Acetaminophen","DB00465","Ketorolac","D001927","brain diseases",0.26797038
"DB00531","Cyclophosphamide","DB01073","Fludarabine","D001927","brain diseases",0.2664215
"DB06218","Lacosamide","DB00586","Diclofenac","D001927","brain diseases",0.2634575
"DB09035","Nivolumab","DB14851","Relatlimab","D001927","brain diseases",0.2624633
"DB01221","Ketamine","DB00297","Bupivacaine","D001927","brain diseases",0.2537527
"DB00060","Interferon beta-1a","DB11672","Curcumin","D001927","brain diseases",0.24922611
"DB01175","Escitalopram","DB00230","Pregabalin","D001927","brain diseases",0.24574849
"DB00959","Methylprednisolone","DB00073","Rituximab","D001927","brain diseases",0.24431175
"DB01060","Amoxicillin","DB00736","Esomeprazole","D001927","brain diseases",0.24391325
"DB08885","Aflibercept","DB01270","Ranibizumab","D001927","brain diseases",0.2361984
"DB01156","Bupropion","DB00402","Eszopiclone","D001927","brain diseases",0.23216721
"DB00853","Temozolomide","DB06287","Temsirolimus","D001927","brain diseases",0.23055023
"DB00515","Cisplatin","DB00773","Etoposide","D001927","brain diseases",0.22786377
"DB00818","Propofol","DB00708","Sufentanil","D001927","brain diseases",0.21992454
"DB01076","Atorvastatin","DB00068","Interferon beta-1b","D001927","brain diseases",0.21246983
"DB01221","Ketamine","DB00230","Pregabalin","D001927","brain diseases",0.21238703
"DB00635","Prednisone","DB00250","Dapsone","D001927","brain diseases",0.20884642
"DB09214","Dexketoprofen","DB01050","Ibuprofen","D001927","brain diseases",0.2049395
"DB00653","Magnesium sulfate","DB00297","Bupivacaine","D001927","brain diseases",0.20317583
"DB00422","Methylphenidate","DB00289","Atomoxetine","D001927","brain diseases",0.19897349
"DB01261","Sitagliptin","DB00584","Enalapril","D001927","brain diseases",0.19785015
"DB00297","Bupivacaine","DB00829","Diazepam","D001927","brain diseases",0.19680853
"DB00642","Pemetrexed","DB01259","Lapatinib","D001927","brain diseases",0.19326106
"DB00465","Ketorolac","DB00818","Propofol","D001927","brain diseases",0.19097212
"DB00316","Acetaminophen","DB00956","Hydrocodone","D001927","brain diseases",0.19067681
"DB00186","Lorazepam","DB01069","Promethazine","D001927","brain diseases",0.19050585
"DB00530","Erlotinib","DB00982","Isotretinoin","D001927","brain diseases",0.18733843
"DB09068","Vortioxetine","DB00230","Pregabalin","D001927","brain diseases",0.18691175
"DB09053","Ibrutinib","DB00853","Temozolomide","D001927","brain diseases",0.18276918
"DB06262","Droxidopa","DB00335","Atenolol","D001927","brain diseases",0.17412396
"DB00563","Methotrexate","DB00860","Prednisolone","D001927","brain diseases",0.17247431
"DB00297","Bupivacaine","DB00296","Ropivacaine","D001927","brain diseases",0.1722727
"DB00470","Dronabinol","DB04948","Lofexidine","D001927","brain diseases",0.16993062
"DB00673","Aprepitant","DB00904","Ondansetron","D001927","brain diseases",0.16982496
"DB00571","Propranolol","DB00457","Prazosin","D001927","brain diseases",0.16798948
"DB00201","Caffeine","DB00514","Dextromethorphan","D001927","brain diseases",0.16767064
"DB01060","Amoxicillin","DB00338","Omeprazole","D001927","brain diseases",0.16626304
"DB00682","Warfarin","DB01418","Acenocoumarol","D001927","brain diseases",0.16537651
"DB00497","Oxycodone","DB00899","Remifentanil","D001927","brain diseases",0.16382611
"DB01259","Lapatinib","DB00530","Erlotinib","D001927","brain diseases",0.16313866
"DB01590","Everolimus","DB00317","Gefitinib","D001927","brain diseases",0.15904142
"DB01221","Ketamine","DB00633","Dexmedetomidine","D001927","brain diseases",0.15569499
"DB00503","Ritonavir","DB01264","Darunavir","D001927","brain diseases",0.1547635
"DB00482","Celecoxib","DB00853","Temozolomide","D001927","brain diseases",0.15410936
"DB00537","Ciprofloxacin","DB00254","Doxycycline","D001927","brain diseases",0.15236656
"DB00575","Clonidine","DB01002","Levobupivacaine","D001927","brain diseases",0.15074433
"DB00773","Etoposide","DB00997","Doxorubicin","D001927","brain diseases",0.14854373
"DB00818","Propofol","DB01236","Sevoflurane","D001927","brain diseases",0.14784528
"DB00316","Acetaminophen","DB00497","Oxycodone","D001927","brain diseases",0.14210153
"DB01221","Ketamine","DB00899","Remifentanil","D001927","brain diseases",0.13968754
"DB00747","Scopolamine","DB00673","Aprepitant","D001927","brain diseases",0.13940898
"DB11595","Atezolizumab","DB00112","Bevacizumab","D001927","brain diseases",0.13663334
"DB00230","Pregabalin","DB00715","Paroxetine","D001927","brain diseases",0.13609868
"DB00073","Rituximab","DB00688","Mycophenolate mofetil","D001927","brain diseases",0.13596895
"DB00313","Valproic acid","DB06287","Temsirolimus","D001927","brain diseases",0.13524361
"DB00641","Simvastatin","DB00973","Ezetimibe","D001927","brain diseases",0.13485661
"DB00688","Mycophenolate mofetil","DB00853","Temozolomide","D001927","brain diseases",0.13457298
"DB01156","Bupropion","DB00704","Naltrexone","D001927","brain diseases",0.13357398
"DB00712","Flurbiprofen","DB01209","Dezocine","D001927","brain diseases",0.13347974
"DB00541","Vincristine","DB00997","Doxorubicin","D001927","brain diseases",0.13342519
"DB00959","Methylprednisolone","DB01234","Dexamethasone","D001927","brain diseases",0.13266608
"DB00965","Ethiodized oil","DB00305","Mitomycin","D001927","brain diseases",0.12834428
"DB00899","Remifentanil","DB01189","Desflurane","D001927","brain diseases",0.1281855
"DB00476","Duloxetine","DB00333","Methadone","D001927","brain diseases",0.1261748
"DB00745","Modafinil","DB00571","Propranolol","D001927","brain diseases",0.12530026
"DB09078","Lenvatinib","DB11945","Avelumab","D001927","brain diseases",0.12195807
"DB00281","Lidocaine","DB00683","Midazolam","D001927","brain diseases",0.11866263
"DB01017","Minocycline","DB01118","Amiodarone","D001927","brain diseases",0.11779489
"DB01229","Paclitaxel","DB00928","Azacitidine","D001927","brain diseases",0.11702625
"DB00681","Amphotericin B","DB01099","Flucytosine","D001927","brain diseases",0.11700588
"DB01611","Hydroxychloroquine","DB00853","Temozolomide","D001927","brain diseases",0.11692389
"DB00997","Doxorubicin","DB00380","Dexrazoxane","D001927","brain diseases",0.11632168
"DB00465","Ketorolac","DB00633","Dexmedetomidine","D001927","brain diseases",0.11574509
"DB00860","Prednisolone","DB00688","Mycophenolate mofetil","D001927","brain diseases",0.11480204
"DB01041","Thalidomide","DB00853","Temozolomide","D001927","brain diseases",0.11376984
"DB00497","Oxycodone","DB00297","Bupivacaine","D001927","brain diseases",0.113244526
"DB06366","Pertuzumab","DB00530","Erlotinib","D001927","brain diseases",0.11045306
"DB00341","Cetirizine","DB00350","Minoxidil","D001927","brain diseases",0.11013911
"DB06262","Droxidopa","DB00545","Pyridostigmine","D001927","brain diseases",0.10948045
"DB00822","Disulfiram","DB01206","Lomustine","D001927","brain diseases",0.10911092
"DB01590","Everolimus","DB00104","Octreotide","D001927","brain diseases",0.10825285
"DB00582","Voriconazole","DB00681","Amphotericin B","D001927","brain diseases",0.10482884
"DB00813","Fentanyl","DB00296","Ropivacaine","D001927","brain diseases",0.10395549
"DB00635","Prednisone","DB01097","Leflunomide","D001927","brain diseases",0.10337198
"DB00959","Methylprednisolone","DB00635","Prednisone","D001927","brain diseases",0.1031385
"DB01221","Ketamine","DB00186","Lorazepam","D001927","brain diseases",0.102082804
"DB00196","Fluconazole","DB01294","Bismuth subsalicylate","D001927","brain diseases",0.10175213
"DB00537","Ciprofloxacin","DB01165","Ofloxacin","D001927","brain diseases",0.10147423
"DB00853","Temozolomide","DB00982","Isotretinoin","D001927","brain diseases",0.101245224
"DB01195","Flecainide","DB00390","Digoxin","D004461","eclampsia",0.14463443
"DB00853","Temozolomide","DB06809","Plerixafor","D018358","neuroendocrine tumors",0.76178193
"DB00112","Bevacizumab","DB02546","Vorinostat","D018358","neuroendocrine tumors",0.4579589
"DB00331","Metformin","DB01119","Diazoxide","D018358","neuroendocrine tumors",0.42880002
"DB00853","Temozolomide","DB00530","Erlotinib","D018358","neuroendocrine tumors",0.40469208
"DB01101","Capecitabine","DB06616","Bosutinib","D018358","neuroendocrine tumors",0.28772527
"DB00531","Cyclophosphamide","DB01008","Busulfan","D018358","neuroendocrine tumors",0.27717814
"DB01590","Everolimus","DB00398","Sorafenib","D018358","neuroendocrine tumors",0.27381006
"DB00188","Bortezomib","DB02546","Vorinostat","D018358","neuroendocrine tumors",0.25441927
"DB00503","Ritonavir","DB01601","Lopinavir","D018358","neuroendocrine tumors",0.22257935
"DB00398","Sorafenib","DB00853","Temozolomide","D018358","neuroendocrine tumors",0.22016853
"DB00008","Peginterferon alfa-2a","DB00022","Peginterferon alfa-2b","D018358","neuroendocrine tumors",0.21855655
"DB06292","Dapagliflozin","DB00262","Carmustine","D018358","neuroendocrine tumors",0.21838163
"DB00958","Carboplatin","DB00541","Vincristine","D018358","neuroendocrine tumors",0.20374803
"DB00072","Trastuzumab","DB06366","Pertuzumab","D018358","neuroendocrine tumors",0.1988467
"DB00928","Azacitidine","DB08911","Trametinib","D018358","neuroendocrine tumors",0.18990888
"DB00188","Bortezomib","DB06243","Eflornithine","D018358","neuroendocrine tumors",0.15836354
"DB00853","Temozolomide","DB00502","Haloperidol","D018358","neuroendocrine tumors",0.15024346
"DB00773","Etoposide","DB01181","Ifosfamide","D018358","neuroendocrine tumors",0.14844517
"DB00853","Temozolomide","DB01254","Dasatinib","D018358","neuroendocrine tumors",0.14343567
"DB01006","Letrozole","DB00853","Temozolomide","D018358","neuroendocrine tumors",0.14070427
"DB06243","Eflornithine","DB01206","Lomustine","D018358","neuroendocrine tumors",0.13740447
"DB09037","Pembrolizumab","DB00112","Bevacizumab","D018358","neuroendocrine tumors",0.13441917
"DB00112","Bevacizumab","DB01206","Lomustine","D018358","neuroendocrine tumors",0.1269522
"DB01030","Topotecan","DB00853","Temozolomide","D018358","neuroendocrine tumors",0.12509255
"DB00904","Ondansetron","DB09291","Rolapitant","D018358","neuroendocrine tumors",0.124581754
"DB00112","Bevacizumab","DB00530","Erlotinib","D018358","neuroendocrine tumors",0.11466233
"DB00531","Cyclophosphamide","DB01042","Melphalan","D018358","neuroendocrine tumors",0.11366702
"DB01611","Hydroxychloroquine","DB00853","Temozolomide","D018358","neuroendocrine tumors",0.1107821
"DB00853","Temozolomide","DB01206","Lomustine","D018358","neuroendocrine tumors",0.10690026
"DB01611","Hydroxychloroquine","DB08911","Trametinib","D018358","neuroendocrine tumors",0.10032056
"DB00958","Carboplatin","DB01229","Paclitaxel","D002276","carcinoid tumor",0.14931747
"DB00544","Fluorouracil","DB00305","Mitomycin","D004701","endocrine gland neoplasms",0.7105209
"DB00683","Midazolam","DB00454","Meperidine","D004701","endocrine gland neoplasms",0.66742194
"DB00398","Sorafenib","DB08911","Trametinib","D004701","endocrine gland neoplasms",0.5701315
"DB00515","Cisplatin","DB00642","Pemetrexed","D004701","endocrine gland neoplasms",0.53626776
"DB01101","Capecitabine","DB00482","Celecoxib","D004701","endocrine gland neoplasms",0.5342976
"DB00947","Fulvestrant","DB01217","Anastrozole","D004701","endocrine gland neoplasms",0.5159299
"DB00188","Bortezomib","DB00762","Irinotecan","D004701","endocrine gland neoplasms",0.5032838
"DB00441","Gemcitabine","DB00642","Pemetrexed","D004701","endocrine gland neoplasms",0.48573306
"DB09074","Olaparib","DB00002","Cetuximab","D004701","endocrine gland neoplasms",0.4600602
"DB09073","Palbociclib","DB08916","Afatinib","D004701","endocrine gland neoplasms",0.44537947
"DB11945","Avelumab","DB06626","Axitinib","D004701","endocrine gland neoplasms",0.42193508
"DB01006","Letrozole","DB00399","Zoledronic acid","D004701","endocrine gland neoplasms",0.4174464
"DB00002","Cetuximab","DB11945","Avelumab","D004701","endocrine gland neoplasms",0.41259655
"DB00515","Cisplatin","DB00762","Irinotecan","D004701","endocrine gland neoplasms",0.40847048
"DB06287","Temsirolimus","DB01075","Diphenhydramine","D004701","endocrine gland neoplasms",0.40188608
"DB00762","Irinotecan","DB00853","Temozolomide","D004701","endocrine gland neoplasms",0.3768868
"DB00112","Bevacizumab","DB00928","Azacitidine","D004701","endocrine gland neoplasms",0.34902334
"DB00441","Gemcitabine","DB00112","Bevacizumab","D004701","endocrine gland neoplasms",0.34858087
"DB01229","Paclitaxel","DB00112","Bevacizumab","D004701","endocrine gland neoplasms",0.33895716
"DB00544","Fluorouracil","DB01005","Hydroxyurea","D004701","endocrine gland neoplasms",0.33431262
"DB01234","Dexamethasone","DB11699","Tropisetron","D004701","endocrine gland neoplasms",0.32772115
"DB00531","Cyclophosphamide","DB00480","Lenalidomide","D004701","endocrine gland neoplasms",0.322259
"DB00331","Metformin","DB00367","Levonorgestrel","D004701","endocrine gland neoplasms",0.3179101
"DB00531","Cyclophosphamide","DB09037","Pembrolizumab","D004701","endocrine gland neoplasms",0.3066167
"DB00441","Gemcitabine","DB00997","Doxorubicin","D004701","endocrine gland neoplasms",0.30227202
"DB00853","Temozolomide","DB00530","Erlotinib","D004701","endocrine gland neoplasms",0.30176502
"DB00480","Lenalidomide","DB00002","Cetuximab","D004701","endocrine gland neoplasms",0.3011479
"DB01073","Fludarabine","DB01008","Busulfan","D004701","endocrine gland neoplasms",0.30050766
"DB00515","Cisplatin","DB00997","Doxorubicin","D004701","endocrine gland neoplasms",0.2935549
"DB06643","Denosumab","DB00399","Zoledronic acid","D004701","endocrine gland neoplasms",0.29193598
"DB00515","Cisplatin","DB01030","Topotecan","D004701","endocrine gland neoplasms",0.29131243
"DB09035","Nivolumab","DB00762","Irinotecan","D004701","endocrine gland neoplasms",0.28011885
"DB00515","Cisplatin","DB09037","Pembrolizumab","D004701","endocrine gland neoplasms",0.26825735
"DB00544","Fluorouracil","DB00762","Irinotecan","D004701","endocrine gland neoplasms",0.26753563
"DB00877","Sirolimus","DB00530","Erlotinib","D004701","endocrine gland neoplasms",0.25719947
"DB00515","Cisplatin","DB00806","Pentoxifylline","D004701","endocrine gland neoplasms",0.2567185
"DB00441","Gemcitabine","DB00361","Vinorelbine","D004701","endocrine gland neoplasms",0.2550967
"DB00642","Pemetrexed","DB06616","Bosutinib","D004701","endocrine gland neoplasms",0.25368035
"DB01101","Capecitabine","DB01259","Lapatinib","D004701","endocrine gland neoplasms",0.23999073
"DB01101","Capecitabine","DB01229","Paclitaxel","D004701","endocrine gland neoplasms",0.23285663
"DB00361","Vinorelbine","DB08916","Afatinib","D004701","endocrine gland neoplasms",0.23270878
"DB00526","Oxaliplatin","DB11616","Pirarubicin","D004701","endocrine gland neoplasms",0.22970696
"DB00899","Remifentanil","DB01189","Desflurane","D004701","endocrine gland neoplasms",0.22360611
"DB00188","Bortezomib","DB05015","Belinostat","D004701","endocrine gland neoplasms",0.22211565
"DB00997","Doxorubicin","DB01181","Ifosfamide","D004701","endocrine gland neoplasms",0.22008961
"DB00281","Lidocaine","DB00750","Prilocaine","D004701","endocrine gland neoplasms",0.2187211
"DB08901","Ponatinib","DB08911","Trametinib","D004701","endocrine gland neoplasms",0.21799079
"DB00526","Oxaliplatin","DB00293","Raltitrexed","D004701","endocrine gland neoplasms",0.21368293
"DB01229","Paclitaxel","DB00002","Cetuximab","D004701","endocrine gland neoplasms",0.21104904
"DB00441","Gemcitabine","DB06366","Pertuzumab","D004701","endocrine gland neoplasms",0.17824101
"DB01128","Bicalutamide","DB00481","Raloxifene","D004701","endocrine gland neoplasms",0.17780513
"DB01248","Docetaxel","DB00642","Pemetrexed","D004701","endocrine gland neoplasms",0.1768425
"DB01229","Paclitaxel","DB00997","Doxorubicin","D004701","endocrine gland neoplasms",0.17502972
"DB01229","Paclitaxel","DB00526","Oxaliplatin","D004701","endocrine gland neoplasms",0.17133541
