"condition_id","condition_name","drug1_id","drug1_name","drug2_id","drug2_name","scores"
"D052016","mucositis","DB06723","Aluminum hydroxide","DB13322","Hydrotalcite",0.5768455
"D052016","mucositis","DB08938","Magaldrate","DB13322","Hydrotalcite",0.5659598
"D052016","mucositis","DB09146","Iron sucrose","DB00621","Oxandrolone",0.55600387
"D013280","stomatitis","DB00916","Metronidazole","DB00798","Gentamicin",0.42291623
"D013280","stomatitis","DB00798","Gentamicin","DB13026","Ornidazole",0.28486478
"D064420","toxicity, drug","DB06723","Aluminum hydroxide","DB09104","Magnesium hydroxide",0.78909343
"D064420","toxicity, drug","DB01234","Dexamethasone","DB06151","Acetylcysteine",0.67541057
"D064420","toxicity, drug","DB00205","Pyrimethamine","DB01299","Sulfadoxine",0.36620307
"D017093","liver failure","DB00746","Deferoxamine","DB08826","Deferiprone",0.30292884
"D017093","liver failure","DB00512","Vancomycin","DB01327","Cefazolin",0.21585847
"D017093","liver failure","DB08934","Sofosbuvir","DB09027","Ledipasvir",0.16366026
"D056486","hepatitis, toxic","DB00860","Prednisolone","DB00688","Mycophenolate mofetil",0.2063111
"D056486","hepatitis, toxic","DB01234","Dexamethasone","DB05109","Trabectedin",0.1533201
"D056486","hepatitis, toxic","DB01072","Atazanavir","DB06817","Raltegravir",0.15147099
"D011041","poisoning","DB01273","Varenicline","DB00457","Prazosin",0.5564161
"D011041","poisoning","DB00674","Galantamine","DB00393","Nimodipine",0.48076043
"D011041","poisoning","DB00281","Lidocaine","DB00750","Prilocaine",0.44905752
"D005922","iga glomerulonephritis","DB00381","Amlodipine","DB00177","Valsartan",0.27361134
"D005922","iga glomerulonephritis","DB08879","Belimumab","DB00073","Rituximab",0.1575028
"D006976","pulmonary hypertension","DB00187","Esmolol","DB00235","Milrinone",0.69558805
"D006976","pulmonary hypertension","DB00916","Metronidazole","DB00798","Gentamicin",0.34055936
"D006976","pulmonary hypertension","DB01195","Flecainide","DB00264","Metoprolol",0.24403013
"D006461","hemolysis","DB00746","Deferoxamine","DB08826","Deferiprone",0.17258857
"D006461","hemolysis","DB06708","Lumefantrine","DB06697","Artemether",0.15509215
"D009447","neuroblastoma","DB00105","Interferon alfa-2b","DB00982","Isotretinoin",0.6857471
"D009447","neuroblastoma","DB00982","Isotretinoin","DB01168","Procarbazine",0.66922224
"D009447","neuroblastoma","DB00997","Doxorubicin","DB00380","Dexrazoxane",0.6029501
"D006949","hyperlipidemia","DB09038","Empagliflozin","DB01098","Rosuvastatin",0.44577777
"D006949","hyperlipidemia","DB00999","Hydrochlorothiazide","DB00722","Lisinopril",0.36346826
"D006949","hyperlipidemia","DB00390","Digoxin","DB08860","Pitavastatin",0.28976277
"D006951","hyperlipoproteinemias","DB09302","Alirocumab","DB00973","Ezetimibe",0.18713173
"D006951","hyperlipoproteinemias","DB01076","Atorvastatin","DB09302","Alirocumab",0.1385845
"D006951","hyperlipoproteinemias","DB01076","Atorvastatin","DB01039","Fenofibrate",0.12276059
"D002056","burns","DB00476","Duloxetine","DB00193","Tramadol",0.5323673
"D002056","burns","DB01606","Tazobactam","DB00319","Piperacillin",0.44564113
"D002056","burns","DB00996","Gabapentin","DB00476","Duloxetine",0.31296003
"D019954","neurobehavioral manifestations","DB00470","Dronabinol","DB09061","Cannabidiol",0.8250598
"D019954","neurobehavioral manifestations","DB01043","Memantine","DB00843","Donepezil",0.81872845
"D019954","neurobehavioral manifestations","DB00333","Methadone","DB01174","Phenobarbital",0.7320332
"D060825","deterioration, mental","DB00333","Methadone","DB01174","Phenobarbital",0.1710733
"D060825","deterioration, mental","DB00818","Propofol","DB00802","Alfentanil",0.15335137
"D060825","deterioration, mental","DB01236","Sevoflurane","DB00753","Isoflurane",0.13236164
"D020773","chronic headache","DB00281","Lidocaine","DB01018","Guanfacine",0.83456105
"D020773","chronic headache","DB01075","Diphenhydramine","DB00450","Droperidol",0.7991242
"D020773","chronic headache","DB00477","Chlorpromazine","DB00502","Haloperidol",0.7203163
"D050177","overweight","DB00222","Glimepiride","DB00331","Metformin",0.5890291
"D050177","overweight","DB00381","Amlodipine","DB09026","Aliskiren",0.44601047
"D050177","overweight","DB00381","Amlodipine","DB04861","Nebivolol",0.4103842
"D011596","psychomotor disorders","DB00813","Fentanyl","DB00683","Midazolam",0.6545306
"D011596","psychomotor disorders","DB01202","Levetiracetam","DB00252","Phenytoin",0.37355614
"D011596","psychomotor disorders","DB00813","Fentanyl","DB00818","Propofol",0.3331436
"D020920","dyssomnias","DB00687","Fludrocortisone","DB00260","Cycloserine",0.49584326
"D020920","dyssomnias","DB00285","Venlafaxine","DB01062","Oxybutynin",0.2672011
"D020920","dyssomnias","DB00404","Alprazolam","DB00898","Ethanol",0.23225458
"D011183","postoperative complications","DB00415","Ampicillin","DB09324","Sulbactam",0.7544945
"D011183","postoperative complications","DB00203","Sildenafil","DB00193","Tramadol",0.7455416
"D011183","postoperative complications","DB00497","Oxycodone","DB00230","Pregabalin",0.7358365
"D012004","rectal cancer","DB11714","Durvalumab","DB11771","Tremelimumab",0.6276631
"D012004","rectal cancer","DB00762","Irinotecan","DB01269","Panitumumab",0.53913385
"D012004","rectal cancer","DB00515","Cisplatin","DB00642","Pemetrexed",0.47435266
"D013610","tachycardia","DB00640","Adenosine","DB00975","Dipyridamole",0.762432
"D013610","tachycardia","DB00489","Sotalol","DB00204","Dofetilide",0.75168246
"D013610","tachycardia","DB00264","Metoprolol","DB00661","Verapamil",0.5682193
"D014946","wound infection","DB00760","Meropenem","DB00803","Colistin",0.7140775
"D014946","wound infection","DB00684","Tobramycin","DB00438","Ceftazidime",0.4384712
"D014946","wound infection","DB00560","Tigecycline","DB00803","Colistin",0.360761
"D005350","fibroma","DB01248","Docetaxel","DB00441","Gemcitabine",0.20948365
"D002583","uterine cervical neoplasm","DB11595","Atezolizumab","DB11800","Tivozanib",0.46200204
"D002583","uterine cervical neoplasm","DB00958","Carboplatin","DB05015","Belinostat",0.2691498
"D002583","uterine cervical neoplasm","DB00544","Fluorouracil","DB00724","Imiquimod",0.20532498
"D019973","alcohol related disorders","DB00921","Buprenorphine","DB01183","Naloxone",0.5449844
"D019973","alcohol related disorders","DB00915","Amantadine","DB00571","Propranolol",0.43097857
"D019973","alcohol related disorders","DB01175","Escitalopram","DB01238","Aripiprazole",0.3404969
"D008654","mesothelioma","DB00563","Methotrexate","DB00570","Vinblastine",0.27866063
"D008654","mesothelioma","DB11595","Atezolizumab","DB00112","Bevacizumab",0.17393038
"D008654","mesothelioma","DB01248","Docetaxel","DB00441","Gemcitabine",0.15299495
"D001008","anxiety disorders","DB00404","Alprazolam","DB00898","Ethanol",0.5965501
"D001008","anxiety disorders","DB00476","Duloxetine","DB01175","Escitalopram",0.3324632
"D001008","anxiety disorders","DB00181","Baclofen","DB00829","Diazepam",0.21966161
"D011658","pulmonary fibrosis","DB01234","Dexamethasone","DB00642","Pemetrexed",0.18973278
"D011658","pulmonary fibrosis","DB01606","Tazobactam","DB00319","Piperacillin",0.15937677
"D011658","pulmonary fibrosis","DB01234","Dexamethasone","DB00331","Metformin",0.10248702
"D000163","acquired immunodeficiency syndrome","DB00951","Isoniazid","DB01201","Rifapentine",0.88540334
"D000163","acquired immunodeficiency syndrome","DB00681","Amphotericin B","DB01099","Flucytosine",0.8272573
"D000163","acquired immunodeficiency syndrome","DB00476","Duloxetine","DB00333","Methadone",0.8005627
"D007153","antibody deficiency syndrome","DB08934","Sofosbuvir","DB09027","Ledipasvir",0.9182184
"D007153","antibody deficiency syndrome","DB00811","Ribavirin","DB09027","Ledipasvir",0.7900995
"D007153","antibody deficiency syndrome","DB14126","Tenofovir","DB00442","Entecavir",0.75013876
"D010212","papilloma","DB01101","Capecitabine","DB00526","Oxaliplatin",0.116753735
"D009959","oropharyngeal neoplasms","DB00582","Voriconazole","DB00362","Anidulafungin",0.32738942
"D009959","oropharyngeal neoplasms","DB00530","Erlotinib","DB00605","Sulindac",0.23005813
"D009959","oropharyngeal neoplasms","DB00196","Fluconazole","DB01263","Posaconazole",0.15825659
"D002280","carcinoma, basal cell, pigmented","DB00544","Fluorouracil","DB11058","Petrolatum",0.31579214
"D003704","senile paranoid dementia","DB00296","Ropivacaine","DB01236","Sevoflurane",0.38930258
"D003704","senile paranoid dementia","DB01235","Levodopa","DB11632","Opicapone",0.32387722
"D003704","senile paranoid dementia","DB01043","Memantine","DB00740","Riluzole",0.2972979
"D003251","stenosis","DB01017","Minocycline","DB00254","Doxycycline",0.32227838
"D003251","stenosis","DB00598","Labetalol","DB00335","Atenolol",0.20132019
"D003251","stenosis","DB00927","Famotidine","DB01075","Diphenhydramine",0.18269855
"D000208","acute disease","DB00682","Warfarin","DB13136","Fluindione",0.21496587
"D000208","acute disease","DB00682","Warfarin","DB01418","Acenocoumarol",0.111161776
"D011507","proteinuria","DB09302","Alirocumab","DB09303","Evolocumab",0.69481057
"D011507","proteinuria","DB00688","Mycophenolate mofetil","DB00864","Tacrolimus",0.38613185
"D011507","proteinuria","DB01394","Colchicine","DB08816","Ticagrelor",0.2745986
"D009771","obsessive-compulsive disorder","DB01224","Quetiapine","DB00715","Paroxetine",0.124721654
"D009059","mouth diseases","DB00215","Citalopram","DB09061","Cannabidiol",0.7460193
"D009059","mouth diseases","DB00860","Prednisolone","DB00993","Azathioprine",0.7329027
"D009059","mouth diseases","DB00230","Pregabalin","DB01075","Diphenhydramine",0.7021959
"D002318","cardiovascular diseases","DB00503","Ritonavir","DB16691","Nirmatrelvir",0.97590965
"D002318","cardiovascular diseases","DB00899","Remifentanil","DB01189","Desflurane",0.84629416
"D002318","cardiovascular diseases","DB00635","Prednisone","DB00480","Lenalidomide",0.8358096
"D000309","hypofunction, adrenal gland","DB00741","Hydrocortisone","DB00687","Fludrocortisone",0.36731392
"D000309","hypofunction, adrenal gland","DB00959","Methylprednisolone","DB00741","Hydrocortisone",0.12221861
"D002908","disease, chronic","DB00938","Salmeterol","DB00471","Montelukast",0.89220107
"D002908","disease, chronic","DB01062","Oxybutynin","DB00967","Desloratadine",0.86704093
"D002908","disease, chronic","DB00043","Omalizumab","DB01167","Itraconazole",0.85765547
"D002189","cannabis abuse","DB00907","Cocaine","DB01080","Vigabatrin",0.7122532
"D002189","cannabis abuse","DB01075","Diphenhydramine","DB00433","Prochlorperazine",0.21495125
"D001471","barrett esophagus","DB00482","Celecoxib","DB00795","Sulfasalazine",0.15474366
"D003453","cryptococcus neoformans infections","DB00196","Fluconazole","DB12471","Ibrexafungerp",0.19303282
"D003453","cryptococcus neoformans infections","DB03619","Deoxycholic acid","DB00681","Amphotericin B",0.15631026
"D015431","weight loss","DB00331","Metformin","DB01083","Orlistat",0.21769978
"D015431","weight loss","DB06643","Denosumab","DB00630","Alendronic acid",0.19168372
"D015431","weight loss","DB01156","Bupropion","DB00402","Eszopiclone",0.13202854
"D006471","gastrointestinal hemorrhage","DB00302","Tranexamic acid","DB00343","Diltiazem",0.59862864
"D006323","cardiac arrest","DB01225","Enoxaparin","DB00055","Drotrecogin alfa",0.77147424
"D006323","cardiac arrest","DB01109","Heparin","DB08813","Nadroparin",0.13333668
"D006323","cardiac arrest","DB01109","Heparin","DB00055","Drotrecogin alfa",0.11440235
"D006356","heartburn","DB09146","Iron sucrose","DB06723","Aluminum hydroxide",0.5575704
"D006356","heartburn","DB06723","Aluminum hydroxide","DB09104","Magnesium hydroxide",0.49494448
"D010610","pharyngeal neoplasms","DB00515","Cisplatin","DB00762","Irinotecan",0.43210396
"D010610","pharyngeal neoplasms","DB00650","Leucovorin","DB00563","Methotrexate",0.22302322
"D018798","anemia, iron-deficiency","DB00746","Deferoxamine","DB08826","Deferiprone",0.6815734
"D018798","anemia, iron-deficiency","DB01609","Deferasirox","DB00746","Deferoxamine",0.52466464
"D018798","anemia, iron-deficiency","DB01087","Primaquine","DB00608","Chloroquine",0.4068017
"D003677","deficiency diseases","DB09146","Iron sucrose","DB00621","Oxandrolone",0.50830215
"D003677","deficiency diseases","DB00877","Sirolimus","DB02709","Resveratrol",0.40410033
"D003677","deficiency diseases","DB01609","Deferasirox","DB00746","Deferoxamine",0.31278038
"D010031","ear inflammation","DB00588","Fluticasone propionate","DB00959","Methylprednisolone",0.14008032
"D010031","ear inflammation","DB01606","Tazobactam","DB00319","Piperacillin",0.113682486
"D001424","bacterial infections","DB06708","Lumefantrine","DB06697","Artemether",0.8577208
"D001424","bacterial infections","DB09065","Cobicistat","DB01264","Darunavir",0.7360048
"D001424","bacterial infections","DB01045","Rifampin","DB01111","Colistimethate",0.6858302
"D016905","gram-negative bacterial infections","DB00601","Linezolid","DB00218","Moxifloxacin",0.7781929
"D016905","gram-negative bacterial infections","DB01598","Imipenem","DB01597","Cilastatin",0.72743905
"D016905","gram-negative bacterial infections","DB01060","Amoxicillin","DB00766","Clavulanic acid",0.4742988
"D016481","helicobacter infections","DB09146","Iron sucrose","DB06723","Aluminum hydroxide",0.39137274
"D016481","helicobacter infections","DB00448","Lansoprazole","DB01294","Bismuth subsalicylate",0.15360227
"D016481","helicobacter infections","DB01598","Imipenem","DB01597","Cilastatin",0.10416316
"D004415","dyspepsia","DB00722","Lisinopril","DB00585","Nizatidine",0.40220445
"D004415","dyspepsia","DB00448","Lansoprazole","DB01294","Bismuth subsalicylate",0.39335752
"D004415","dyspepsia","DB06723","Aluminum hydroxide","DB09104","Magnesium hydroxide",0.297729
"D004630","emergencies","DB01222","Budesonide","DB09113","Poractant alfa",0.87793726
"D004630","emergencies","DB01222","Budesonide","DB06415","Calfactant",0.70003444
"D004630","emergencies","DB00302","Tranexamic acid","DB00668","Epinephrine",0.5993898
"D004715","endometriosis","DB01167","Itraconazole","DB11853","Relugolix",0.49898142
"D004715","endometriosis","DB00302","Tranexamic acid","DB00367","Levonorgestrel",0.4239886
"D004715","endometriosis","DB00929","Misoprostol","DB01006","Letrozole",0.41010082
"D003231","conjunctivitis","DB00582","Voriconazole","DB00826","Natamycin",0.7954386
"D003231","conjunctivitis","DB00878","Chlorhexidine","DB06812","Povidone-iodine",0.6261776
"D003231","conjunctivitis","DB00878","Chlorhexidine","DB00410","Mupirocin",0.46436918
"D046152","gastrointestinal stromal tumors","DB08911","Trametinib","DB08912","Dabrafenib",0.22518098
"D012208","rhabdomyosarcoma","DB01248","Docetaxel","DB00441","Gemcitabine",0.4106048
"D012208","rhabdomyosarcoma","DB00441","Gemcitabine","DB00361","Vinorelbine",0.21135744
"D012208","rhabdomyosarcoma","DB01101","Capecitabine","DB00853","Temozolomide",0.19328152
"D018317","nerve sheath tumors","DB01590","Everolimus","DB00853","Temozolomide",0.37578943
"D018317","nerve sheath tumors","DB00762","Irinotecan","DB00853","Temozolomide",0.2840842
"D018317","nerve sheath tumors","DB01590","Everolimus","DB00530","Erlotinib",0.14216033
"D018319","neurofibrosarcoma","DB00112","Bevacizumab","DB00853","Temozolomide",0.11908517
"D001859","neoplasms, bone","DB00331","Metformin","DB00882","Clomifene",0.19882727
"D001859","neoplasms, bone","DB00297","Bupivacaine","DB00668","Epinephrine",0.16751608
"D001859","neoplasms, bone","DB00531","Cyclophosphamide","DB01008","Busulfan",0.16490678
"D018241","peripheral primitive neuroectodermal tumor","DB02546","Vorinostat","DB00853","Temozolomide",0.6017469
"D018241","peripheral primitive neuroectodermal tumor","DB00515","Cisplatin","DB00773","Etoposide",0.3513267
"D018241","peripheral primitive neuroectodermal tumor","DB08911","Trametinib","DB08912","Dabrafenib",0.21369793
"D001988","bronchiolitis","DB00668","Epinephrine","DB00043","Omalizumab",0.48812148
"D001988","bronchiolitis","DB00635","Prednisone","DB00073","Rituximab",0.3152197
"D001988","bronchiolitis","DB00811","Ribavirin","DB00443","Betamethasone",0.21642572
"D001145","cardiac arrhythmia","DB08816","Ticagrelor","DB06441","Cangrelor",0.59215283
"D001145","cardiac arrhythmia","DB00841","Dobutamine","DB00235","Milrinone",0.5881734
"D001145","cardiac arrhythmia","DB01418","Acenocoumarol","DB00946","Phenprocoumon",0.5400149
"D012893","long sleeper syndrome","DB00683","Midazolam","DB00802","Alfentanil",0.6513669
"D012893","long sleeper syndrome","DB00476","Duloxetine","DB01104","Sertraline",0.5818699
"D012893","long sleeper syndrome","DB00734","Risperidone","DB00656","Trazodone",0.37243548
"D016891","polycystic kidney, autosomal dominant","DB00650","Leucovorin","DB00205","Pyrimethamine",0.25861937
"D001750","neurogenic urinary bladder","DB00706","Tamsulosin","DB01591","Solifenacin",0.59575
"D001750","neurogenic urinary bladder","DB00820","Tadalafil","DB01591","Solifenacin",0.14082077
"D001750","neurogenic urinary bladder","DB00381","Amlodipine","DB04861","Nebivolol",0.13181442
